Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Movie,Firefox 96.0,,,2022-01-31 16:48:23,2022-01-31 16:49:06,42.821s,PASSED
,,,,,,,
Test Cases/Universal/Tc-1 Verify the movies on movie ticket page,Firefox 96.0,,,2022-01-31 16:48:23,2022-01-31 16:49:06,42.649s,PASSED
"callTestCase(findTestCase(""Universal/Login/TC-1 Login with Moviestar""), [""Email"":""testing12345@yopmail.com"", ""Pswrd"":""3TL@testing""], STOP_ON_FAILURE)",Firefox 96.0,,,2022-01-31 16:48:23,2022-01-31 16:48:55,31.721s,PASSED
delay(5),Firefox 96.0,,,2022-01-31 16:48:55,2022-01-31 16:49:00,5.003s,PASSED
"mouseOver(findTestObject(""Object Repository/Universal Staging/a_Validate Purchase""))",Firefox 96.0,,,2022-01-31 16:49:00,2022-01-31 16:49:00,0.234s,PASSED
"click(findTestObject(""Object Repository/Universal Staging/a_Movie Ticket""))",Firefox 96.0,,,2022-01-31 16:49:00,2022-01-31 16:49:01,0.305s,PASSED
"scrollToPosition(999, 999, STOP_ON_FAILURE)",Firefox 96.0,,,2022-01-31 16:49:01,2022-01-31 16:49:01,0.016s,PASSED
delay(5),Firefox 96.0,,,2022-01-31 16:49:01,2022-01-31 16:49:06,5.002s,PASSED
"listofelements = findWebElements(findTestObject(""Object Repository/Universal Staging/Movies images""), 10)",Firefox 96.0,,,2022-01-31 16:49:06,2022-01-31 16:49:06,0.039s,PASSED
for (org.openqa.selenium.WebElement element : listofelements),Firefox 96.0,,,2022-01-31 16:49:06,2022-01-31 16:49:06,0.023s,PASSED
