Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Digital Rewards,Firefox 96.0,,,2022-02-02 12:59:44,2022-02-02 13:00:49,1m - 4.362s,PASSED
,,,,,,,
Test Cases/Universal/Tc-3 Verify the Digital rewards on reward page,Firefox 96.0,Verify the reward on the reward page,,2022-02-02 12:59:45,2022-02-02 13:00:49,1m - 4.156s,PASSED
"callTestCase(findTestCase(""Universal/Login/TC-3 Login with Director""), [""Email"":""test3004@yopmail.com"", ""Pswrd"":""3tl@testing""], CONTINUE_ON_FAILURE)",Firefox 96.0,,,2022-02-02 12:59:45,2022-02-02 13:00:23,37.905s,PASSED
delay(5),Firefox 96.0,,,2022-02-02 13:00:23,2022-02-02 13:00:28,5.003s,PASSED
"click(findTestObject(""Object Repository/Reward page/Page_Universal All-Access Rewards  Get Rewa_700d57/a_Rewards""))",Firefox 96.0,,,2022-02-02 13:00:28,2022-02-02 13:00:28,0.416s,PASSED
"scrollToElement(findTestObject(""Object Repository/Reward page/Page_Universal All-Access Rewards  Get Rewa_700d57/div_Show All""), 0, STOP_ON_FAILURE)",Firefox 96.0,,,2022-02-02 13:00:28,2022-02-02 13:00:28,0.162s,PASSED
"click(findTestObject(""Object Repository/Reward page/Page_Universal All-Access Rewards  Get Rewa_700d57/div_Show All""))",Firefox 96.0,,,2022-02-02 13:00:28,2022-02-02 13:00:29,0.682s,PASSED
"click(findTestObject(""Object Repository/Reward page/Page_Universal All-Access Rewards  Get Rewa_700d57/span_Digital""))",Firefox 96.0,,,2022-02-02 13:00:29,2022-02-02 13:00:30,0.650s,PASSED
"scrollToPosition(999, 999, STOP_ON_FAILURE)",Firefox 96.0,,,2022-02-02 13:00:30,2022-02-02 13:00:30,0.023s,PASSED
"click(findTestObject(""Object Repository/Reward page/Page_Universal All-Access Rewards  Get Rewa_700d57/div_1K PointsBeethovens Big BreakDigital Mo_cf5511""))",Firefox 96.0,,,2022-02-02 13:00:30,2022-02-02 13:00:30,0.673s,PASSED
takeScreenshot(),Firefox 96.0,,,2022-02-02 13:00:30,2022-02-02 13:00:31,0.321s,PASSED
delay(3),Firefox 96.0,,,2022-02-02 13:00:31,2022-02-02 13:00:34,3.002s,PASSED
"if (verifyTextPresent(Title, true, OPTIONAL))",Firefox 96.0,,,2022-02-02 13:00:34,2022-02-02 13:00:48,14.399s,PASSED
closeBrowser(),Firefox 96.0,,,2022-02-02 13:00:48,2022-02-02 13:00:49,0.558s,PASSED
