Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Physical reward,Firefox 96.0,,,2022-02-02 12:47:56,2022-02-02 12:48:45,48.756s,PASSED
,,,,,,,
Test Cases/Universal/Tc-2 Verify the Physical rewards on reward page,Firefox 96.0,rewards,,2022-02-02 12:47:57,2022-02-02 12:48:45,48.513s,PASSED
"callTestCase(findTestCase(""Universal/Login/TC-3 Login with Director""), [""Email"":""test3004@yopmail.com"", ""Pswrd"":""3tl@testing""], OPTIONAL)",Firefox 96.0,,,2022-02-02 12:47:57,2022-02-02 12:48:27,29.617s,PASSED
delay(5),Firefox 96.0,,,2022-02-02 12:48:27,2022-02-02 12:48:32,5.003s,PASSED
"click(findTestObject(""Object Repository/Universal Staging/a_Rewards""))",Firefox 96.0,,,2022-02-02 12:48:32,2022-02-02 12:48:32,0.304s,PASSED
waitForPageLoad(2),Firefox 96.0,,,2022-02-02 12:48:32,2022-02-02 12:48:32,0.182s,PASSED
"scrollToElement(findTestObject(""Object Repository/Reward page/Page_Universal All-Access Rewards  Get Rewa_700d57/div_Show All""), 0, STOP_ON_FAILURE)",Firefox 96.0,,,2022-02-02 12:48:32,2022-02-02 12:48:32,0.047s,PASSED
"click(findTestObject(""Object Repository/Universal Staging/div_Show All""))",Firefox 96.0,,,2022-02-02 12:48:32,2022-02-02 12:48:33,1.330s,PASSED
delay(2),Firefox 96.0,,,2022-02-02 12:48:33,2022-02-02 12:48:35,2.002s,PASSED
"click(findTestObject(""Object Repository/Universal Staging/span_Physical""))",Firefox 96.0,,,2022-02-02 12:48:35,2022-02-02 12:48:36,0.357s,PASSED
"if (verifyTextPresent(short_des, true, CONTINUE_ON_FAILURE))",Firefox 96.0,,,2022-02-02 12:48:36,2022-02-02 12:48:45,8.944s,PASSED
"out.println(""Your testcase has been failed"")",Firefox 96.0,,,2022-02-02 12:48:45,2022-02-02 12:48:45,0.001s,PASSED
closeBrowser(),Firefox 96.0,,,2022-02-02 12:48:45,2022-02-02 12:48:45,0.405s,PASSED
